Driver_ID,Age,Experience_Years,Average_Speed,Harsh_Braking_Count,Night_Driving_Hours,Distance_Per_Day,Mobile_Usage_Time,Traffic_Violations,Accident_History,Driving_Score,Risk_Level,Insurance_Premium
DRV00817,29,7,58.0,3,0.9,13.3,13.0,1,0,82,Low,7158.64
DRV00818,25,0,34.4,1,8.8,61.2,18.2,1,2,43,High,18829.46
DRV00819,55,23,25,2,8.3,42.2,2.1,0,1,84,Low,7303.22
DRV00820,35,6,51.8,4,8.4,25.2,6.3,0,0,73,Medium,10574.65
DRV00821,47,2,63.2,5,1.4,55.0,7.4,1,0,77,Low,7442.36
DRV00822,30,11,58.3,0,5.3,35.2,3.5,0,0,96,Low,5592.73
DRV00823,36,8,53.9,2,3.8,30.2,14.0,1,2,65,Medium,13661.38
DRV00824,42,4,47.3,4,2.2,44.1,16.3,1,1,68,Medium,13238.79
DRV00825,34,6,54.0,0,4.7,49.2,3.5,0,0,91,Low,6260.92
DRV00826,62,6,35.8,0,2.7,12.8,14.2,2,0,74,Medium,11577.26
DRV00827,19,1,64.4,3,2.8,23.3,7.4,1,0,82,Low,8493.68
DRV00828,66,32,71.1,1,3.8,63.9,3.9,0,1,84,Low,6133.58
DRV00829,54,8,67.9,12,6.3,63.7,9.1,0,0,57,Medium,11113.26
DRV00830,23,1,58.9,0,1.7,64.1,9.5,0,1,79,Low,7504.37
DRV00831,60,24,70.3,5,0.9,15.2,20.3,1,1,64,Medium,11856.2
DRV00832,22,2,31.8,3,1.5,50.9,19.9,0,2,55,Medium,13456.87
DRV00833,22,1,64.7,0,2.8,59.8,14.4,0,0,85,Low,7405.42
DRV00834,44,5,70.5,7,3.0,79.1,15.7,2,1,46,High,17909.11
DRV00835,54,32,44.9,2,6.5,65.6,5.4,1,1,71,Medium,11395.34
DRV00836,48,22,47.9,1,6.8,73.6,10.8,1,0,79,Low,7452.31
DRV00837,55,16,67.5,5,2.9,89.6,5.8,0,0,91,Low,5323.79
DRV00838,34,13,51.0,6,3.5,65.2,6.6,0,0,90,Low,6375.35
DRV00839,33,5,64.2,5,4.4,53.4,5.7,1,0,73,Medium,10584.62
DRV00840,64,33,53.8,1,0.5,45.1,17.4,0,0,100,Low,5071.53
DRV00841,58,19,55.0,12,1.7,50.4,32.1,0,0,64,Medium,11246.42
DRV00842,37,19,26.7,1,7.1,43.9,9.4,0,1,81,Low,6730.94
DRV00843,60,2,30.2,4,1.8,15.8,1.0,0,0,78,Low,6222.81
DRV00844,38,3,58.5,1,0.7,52.5,16.9,0,1,77,Low,8604.45
DRV00845,53,0,50.3,6,1.2,65.6,10.0,0,0,73,Medium,11554.76
DRV00846,54,5,44.1,1,1.5,25.4,7.3,0,1,89,Low,7826.16
DRV00847,28,9,47.9,21,0.4,68.5,11.4,0,2,33,High,18925.23
DRV00848,25,1,49.3,0,1.9,58.1,19.9,4,0,56,Medium,14095.24
DRV00849,56,17,51.6,0,10,68.7,19.6,0,0,82,Low,5877.52
DRV00850,47,9,66.0,10,1.3,24.7,10.8,0,0,74,Medium,10372.9
DRV00851,59,26,74.2,4,4.2,44.0,13.3,1,1,68,Medium,11631.56
DRV00852,33,5,41.6,0,2.4,36.6,11.3,2,0,73,Medium,12179.05
DRV00853,29,7,91.3,1,1.9,27.2,4.6,0,1,79,Low,8321.29
DRV00854,47,16,39.8,7,9.7,14.4,5.2,0,1,59,Medium,10976.76
DRV00855,51,30,62.0,2,1.7,41.0,3.2,1,0,100,Low,6035.34
DRV00856,64,3,53.7,6,6.4,71.3,17.1,1,0,59,Medium,12461.95
DRV00857,34,3,55.3,4,1.1,25.4,9.6,0,1,69,Medium,12041.54
DRV00858,66,15,58.6,4,2.1,26.0,5.4,0,0,92,Low,5547.75
DRV00859,41,18,49.4,11,1.2,63.1,9.4,0,1,68,Medium,11021.94
DRV00860,36,12,57.5,7,3.9,65.2,0.8,0,2,58,Medium,12323.14
DRV00861,28,5,44.8,2,3.4,22.9,9.6,1,0,79,Low,7833.45
DRV00862,27,4,37.9,0,1.4,23.5,11.8,0,1,86,Low,7140.06
DRV00863,32,11,64.9,2,0.9,81.9,2.2,0,1,95,Low,6020.06
DRV00864,21,3,47.0,1,5.8,40.6,14.3,1,0,77,Low,8666.58
DRV00865,53,17,66.7,7,0.7,56.5,10.5,0,1,71,Medium,10524.01
DRV00866,52,3,48.5,0,1.0,78.9,4.4,0,0,93,Low,6134.39
DRV00867,25,7,59.8,6,4.2,32.4,0.1,1,0,76,Low,8085.59
DRV00868,50,18,70.9,8,1.7,41.9,11.5,0,3,53,High,17481.23
DRV00869,38,16,48.6,0,2.7,50.6,13.9,0,1,88,Low,6420.61
DRV00870,50,19,49.6,0,2.0,74.7,11.8,0,1,94,Low,5731.43
DRV00871,57,10,49.2,2,4.0,73.7,17.6,0,3,56,High,17541.36
DRV00872,37,10,53.6,1,2.0,5,8.1,0,0,95,Low,6705.12
DRV00873,30,3,51.5,7,0.4,32.3,7.6,1,1,60,Medium,12502.71
DRV00874,35,3,66.4,5,6.7,54.4,5.3,0,0,73,Medium,11168.42
DRV00875,52,23,45.9,2,7.8,55.4,12.3,0,0,83,Low,6574.33
DRV00876,60,16,30.3,4,1.1,32.6,30.1,1,3,41,High,19076.96
DRV00877,65,13,65.2,2,2.1,72.7,16.5,1,0,84,Low,7015.25
DRV00878,43,25,53.0,3,0.3,48.6,1.4,1,1,83,Low,7215.4
DRV00879,58,4,56.0,14,6.7,17.2,22.2,0,2,20,High,18271.37
DRV00880,66,4,59.8,1,2.9,22.7,18.2,0,1,71,Medium,12301.2
DRV00881,62,27,70.5,1,4.3,32.4,0.6,0,2,71,Medium,10959.5
DRV00882,52,29,51.9,6,5.4,34.8,4.3,0,0,76,Low,5834.97
DRV00883,20,0,25,1,2.0,33.1,4.6,0,0,93,Low,7413.56
DRV00884,40,0,80.3,2,2.8,87.0,18.3,0,0,71,Medium,12018.75
DRV00885,70,7,66.3,9,3.1,56.2,18.8,0,4,24,High,19975.78
DRV00886,34,16,71.5,0,7.2,65.2,8.6,0,4,50,High,18743.32
DRV00887,42,15,99.1,5,0.2,54.2,3.5,0,1,70,Medium,12266.43
DRV00888,36,11,36.0,2,1.3,17.9,3.7,1,0,97,Low,6057.6
DRV00889,19,1,62.6,1,8.4,71.4,1.3,1,0,67,Medium,12522.66
DRV00890,66,38,56.3,0,2.2,33.6,8.3,3,0,76,Medium,11430.39
DRV00891,46,4,76.1,0,3.0,13.8,5.4,0,3,55,High,17981.5
DRV00892,49,12,71.5,6,1.1,68.5,18.5,0,1,66,Medium,11739.52
DRV00893,64,42,50.0,2,4.0,83.9,7.4,1,2,69,Medium,11599.47
DRV00894,58,3,70.2,0,4.4,5,5.1,0,0,87,Low,6498.96
DRV00895,70,36,25,2,1.8,90.1,18.6,0,0,98,Low,5742.64
DRV00896,39,15,60.4,0,9.0,21.8,5.5,0,0,86,Low,5645.85
DRV00897,47,26,73.5,1,2.8,67.5,2.5,0,0,100,Low,4726.23
DRV00898,30,2,64.1,0,5.7,33.6,12.7,2,0,67,Medium,11813.9
DRV00899,32,11,76.6,1,0.9,38.4,13.7,2,1,70,Medium,13336.91
DRV00900,57,27,66.1,12,10,32.9,3.4,0,0,55,Medium,10526.96
DRV00901,64,39,53.1,5,1.1,43.0,3.8,4,3,38,High,20103.1
DRV00902,44,12,47.8,1,1.6,38.1,3.5,1,1,82,Low,7224.77
DRV00903,27,4,58.2,0,2.0,44.5,13.5,1,0,89,Low,7950.23
DRV00904,47,4,98.2,9,2.2,76.6,9.3,2,1,32,High,18460.48
DRV00905,32,8,102.3,3,4.0,98.3,29.9,1,3,20,High,21216.78
DRV00906,67,17,72.2,9,4.5,15.4,14.9,0,0,66,Medium,9800.28
DRV00907,55,31,61.1,1,3.1,73.2,11.6,2,1,76,Medium,11863.86
DRV00908,68,41,78.1,0,6.3,39.1,15.2,0,0,84,Low,5746.23
DRV00909,68,28,70.5,2,4.3,22.9,11.7,3,0,74,Medium,11124.54
DRV00910,64,29,65.2,6,2.2,33.1,5.3,0,0,93,Low,5783.36
DRV00911,68,10,64.9,3,2.1,87.9,7.0,2,2,52,Medium,14229.86
DRV00912,65,14,52.4,9,0.8,66.7,13.3,1,0,75,Low,6784.4
DRV00913,39,14,79.3,12,2.1,23.5,12.1,1,0,54,Medium,10979.84
DRV00914,43,19,54.4,0,4.0,33.0,8.0,1,0,86,Low,6705.19
DRV00915,24,6,86.3,8,1.9,36.0,2.5,0,0,62,Medium,11223.99
DRV00916,35,0,27.7,16,1.7,49.6,14.2,0,0,56,Medium,12648.87
DRV00917,46,13,25,0,1.4,18.2,7.9,2,0,87,Medium,11140.8
DRV00918,41,8,44.2,10,1.6,57.6,2.4,0,2,55,Medium,12302.72
DRV00919,55,8,87.4,16,5.3,78.6,2.9,0,0,38,High,15145.91
DRV00920,70,14,37.6,0,4.2,54.8,8.6,0,0,94,Low,5446.62
DRV00921,40,15,64.1,4,0.7,38.0,11.8,1,1,68,Medium,11244.17
DRV00922,26,6,61.8,3,4.9,73.7,11.8,3,0,52,Medium,12572.88
DRV00923,38,0,63.2,5,3.9,46.6,8.2,0,3,45,High,17794.75
DRV00924,29,0,47.0,0,0.8,25.4,11.9,0,0,91,Low,6759.08
DRV00925,39,5,70.4,4,1.4,60.7,4.9,1,0,77,Low,6892.05
DRV00926,19,0,63.6,1,1.3,47.1,10.7,0,0,92,Low,7448.78
DRV00927,22,1,66.4,0,1.5,79.0,30.3,1,0,76,Low,8264.01
DRV00928,67,11,28.7,2,4.3,46.0,33.1,0,3,47,High,18276.98
DRV00929,61,11,49.8,0,1.4,40.2,13.0,0,1,91,Low,6376.66
DRV00930,25,1,50.0,1,2.6,67.5,39.9,1,2,42,High,18242.2
DRV00931,24,6,34.6,1,3.4,43.6,10.8,0,0,87,Low,7217.0
DRV00932,30,4,73.8,2,0.9,39.3,12.9,5,1,38,High,18827.67
DRV00933,51,2,60.6,8,6.0,57.6,4.1,0,0,70,Medium,11309.58
DRV00934,40,17,86.3,8,5.8,62.5,4.1,1,2,47,High,18551.97
DRV00935,32,11,47.2,2,3.8,82.3,1.7,2,0,77,Medium,11763.74
DRV00936,60,21,105.0,7,2.4,41.1,1.7,0,1,64,Medium,11867.15
DRV00937,54,19,67.2,5,1.8,95.3,8.2,0,2,71,Medium,11375.35
DRV00938,56,0,46.8,4,2.8,30.8,4.9,0,2,59,Medium,13526.82
DRV00939,38,5,69.6,4,3.5,41.6,11.8,0,2,63,Medium,12471.18
DRV00940,53,31,63.9,0,3.0,75.6,1.5,0,1,99,Low,6526.35
DRV00941,41,14,56.7,5,4.7,22.1,4.1,2,0,64,Medium,11734.86
DRV00942,50,4,61.5,1,2.8,81.3,12.7,0,0,86,Low,7034.24
DRV00943,22,3,55.0,5,5.6,47.5,1.6,1,0,71,Medium,11930.59
DRV00944,42,24,29.2,5,0.5,28.7,1.1,0,0,96,Low,5828.66
DRV00945,42,14,68.0,2,1.7,38.5,13.8,2,0,78,Medium,10476.53
DRV00946,36,5,73.4,1,1.2,42.5,8.5,0,0,93,Low,5981.64
DRV00947,43,4,66.0,11,2.7,29.1,17.9,0,0,56,Medium,12110.76
DRV00948,64,33,61.1,0,1.4,64.1,14.6,2,0,89,Medium,9880.1
DRV00949,59,19,60.0,0,4.6,60.9,25.3,1,0,83,Low,7306.76
DRV00950,28,10,43.6,0,2.8,67.3,7.6,0,1,84,Low,7018.47
DRV00951,43,18,60.1,2,3.0,32.4,3.3,0,3,64,High,16249.05
DRV00952,20,2,62.8,0,2.1,53.1,18.5,0,0,83,Low,7395.32
DRV00953,46,15,52.8,1,1.0,60.6,8.1,1,1,83,Low,8100.54
DRV00954,33,3,53.4,2,2.4,36.4,15.8,2,1,63,Medium,14317.55
DRV00955,49,22,93.8,8,0.7,5,6.1,0,4,36,High,19060.53
DRV00956,58,20,50.5,6,2.3,89.1,9.9,0,4,47,High,18926.99
DRV00957,50,17,92.4,0,2.1,42.1,14.3,0,4,43,High,19401.32
DRV00958,66,42,51.7,3,1.1,50.6,13.4,0,0,100,Low,5377.13
DRV00959,20,2,46.4,1,7.2,15.3,21.1,0,3,41,High,19175.73
DRV00960,49,18,54.3,10,0.8,100.8,6.4,0,1,74,Medium,10797.68
DRV00961,22,1,51.5,6,6.6,57.9,22.8,1,0,46,High,16476.26
DRV00962,47,20,77.7,0,1.0,17.9,4.5,0,0,100,Low,5282.37
DRV00963,68,43,58.5,0,2.1,55.6,9.5,4,1,68,Medium,13359.15
DRV00964,61,37,61.8,0,1.4,41.6,11.0,1,1,89,Low,7396.77
DRV00965,38,7,69.9,3,4.1,77.1,5.9,1,1,58,Medium,12016.14
DRV00966,61,16,56.1,0,3.2,62.0,2.1,0,1,97,Low,6064.95
DRV00967,65,43,76.1,9,2.3,64.8,5.5,0,1,62,Medium,11320.38
DRV00968,66,31,34.7,0,3.9,130.8,7.0,0,2,88,Medium,10409.32
DRV00969,47,27,72.1,0,6.0,32.4,1.2,0,4,52,High,17746.56
DRV00970,18,0,64.1,0,4.0,13.8,2.7,0,0,92,Low,7773.99
DRV00971,37,17,56.2,3,3.2,63.3,14.9,0,3,58,High,16676.13
DRV00972,27,3,39.4,0,3.1,44.7,13.6,0,1,74,Medium,11306.83
DRV00973,51,18,49.6,4,1.1,67.5,9.4,0,0,100,Low,5369.95
DRV00974,38,20,95.0,6,3.6,15.5,6.7,0,0,65,Medium,9719.39
DRV00975,32,11,48.2,6,3.1,38.3,1.0,0,1,75,Low,7386.96
DRV00976,49,29,31.1,12,1.8,17.6,20.6,0,0,71,Medium,10392.61
DRV00977,33,7,48.5,6,3.1,32.1,5.7,4,1,35,High,18465.56
DRV00978,59,12,78.8,0,5.7,39.5,4.4,0,1,68,Medium,11315.14
DRV00979,18,0,57.4,0,4.6,61.4,2.4,2,0,71,Medium,12350.69
DRV00980,56,28,58.4,1,1.8,36.6,9.0,0,3,78,High,17334.82
DRV00981,53,30,48.5,5,3.6,63.3,14.2,0,2,69,Medium,12298.21
DRV00982,54,36,76.6,5,5.4,55.0,2.9,1,0,72,Medium,10759.02
DRV00983,23,3,54.6,2,0.7,55.6,21.5,0,0,85,Low,7731.88
DRV00984,66,16,58.8,4,0.4,56.1,16.2,0,1,91,Low,6734.89
DRV00985,26,8,51.3,4,2.5,69.5,17.0,0,0,84,Low,6913.3
DRV00986,49,0,54.2,8,3.3,56.0,7.9,0,1,57,Medium,12582.67
DRV00987,41,16,34.8,5,1.7,77.4,14.3,0,3,54,High,16676.28
DRV00988,31,2,70.0,0,6.2,63.5,6.1,0,1,68,Medium,12309.55
DRV00989,59,40,62.3,7,0.3,98.0,6.6,1,0,80,Low,6574.05
DRV00990,36,7,64.7,0,0.2,53.4,17.7,0,0,86,Low,5351.5
DRV00991,65,23,72.8,0,6.4,59.5,6.2,2,2,58,Medium,12930.5
DRV00992,58,1,85.1,0,1.0,10.0,9.0,1,0,80,Low,8294.04
DRV00993,22,1,61.5,1,0.5,71.6,9.2,0,2,66,Medium,12398.61
DRV00994,35,9,55.9,1,4.8,32.2,4.3,1,4,49,High,19733.84
DRV00995,45,17,75.7,1,2.3,39.8,9.0,0,1,79,Low,7313.33
DRV00996,27,5,56.6,0,2.5,25.9,6.9,1,1,72,Medium,11941.5
DRV00997,41,13,68.5,0,2.9,57.5,15.5,0,2,73,Medium,11810.97
DRV00998,39,17,40.2,7,3.8,18.6,21.7,0,2,64,Medium,11804.42
DRV00999,52,2,37.2,1,3.6,44.1,18.3,1,0,71,Medium,12355.22
DRV01000,41,17,76.0,6,1.5,36.7,8.1,0,1,65,Medium,11153.86
DRV01001,66,12,50.9,13,7.1,5,6.2,0,0,52,Medium,10134.18
DRV01002,30,0,71.3,0,7.9,50.0,2.2,0,3,46,High,18693.21
DRV01003,56,19,49.4,1,4.2,67.4,13.8,1,3,53,High,17833.5
DRV01004,34,15,68.1,3,0.9,29.9,13.3,3,0,70,Medium,11376.14
DRV01005,49,5,38.2,0,5.6,52.7,18.8,4,0,50,Medium,14286.39
DRV01006,46,6,52.6,4,4.0,41.0,1.3,0,0,84,Low,7237.31
DRV01007,69,34,55.1,3,5.2,41.8,3.9,0,0,98,Low,6372.13
DRV01008,30,7,56.3,5,7.3,48.2,4.2,1,2,48,High,18398.43
DRV01009,62,7,65.0,5,2.8,55.8,10.6,1,0,69,Medium,11190.38
DRV01010,53,27,64.2,8,4.8,52.2,10.2,2,0,65,Medium,11472.2
DRV01011,29,10,65.7,3,3.7,81.3,12.1,0,0,80,Low,7121.5
DRV01012,43,0,44.8,0,3.4,68.7,10.7,1,0,80,Low,8444.93
DRV01013,31,3,48.6,0,1.3,24.5,13.5,0,1,83,Low,7832.32
DRV01014,66,4,25,0,1.3,58.2,8.2,3,2,49,High,19186.02
DRV01015,20,1,58.7,4,4.1,42.4,13.1,2,1,51,Medium,14295.11
DRV01016,56,33,51.5,2,0.8,88.2,3.6,0,0,98,Low,5319.41
DRV01017,39,9,69.3,10,3.1,20.0,26.0,0,1,41,High,16148.07
DRV01018,26,7,45.2,14,3.5,79.4,2.1,2,2,26,High,19143.32
DRV01019,38,7,44.4,1,7.9,39.0,8.1,0,1,72,Medium,10631.49
DRV01020,26,4,67.0,4,3.6,82.0,9.2,0,1,66,Medium,12274.17
DRV01021,56,21,67.4,2,1.7,79.6,5.6,0,0,97,Low,5076.09
DRV01022,42,17,59.3,0,2.9,47.8,12.2,0,0,100,Low,5534.39
DRV01023,49,6,42.3,0,1.3,51.5,11.2,1,2,67,Medium,12861.17
DRV01024,60,36,65.2,15,5.5,52.3,5.2,1,1,47,High,16542.42
DRV01025,33,4,79.0,5,1.3,52.6,7.6,0,0,70,Medium,10637.17
DRV01026,35,15,66.5,2,1.7,60.7,33.8,0,0,78,Low,5849.29
DRV01027,56,24,47.0,7,2.6,53.8,3.7,2,1,72,Medium,12311.82
DRV01028,31,10,29.8,2,2.1,50.3,13.1,1,0,82,Low,6352.73
DRV01029,62,43,37.7,0,2.0,77.4,5.3,0,1,96,Low,6387.3
DRV01030,54,15,54.4,4,0.4,41.0,7.2,0,0,92,Low,5684.31
DRV01031,40,7,53.8,1,1.2,100.5,12.2,0,0,97,Low,6416.61
DRV01032,21,1,88.1,0,0.8,76.6,9.0,2,0,70,Medium,12888.04
DRV01033,37,5,46.5,0,0.6,45.8,21.1,3,0,60,Medium,12122.76
DRV01034,28,3,98.6,3,0.8,54.6,5.6,0,1,59,Medium,12708.75
DRV01035,29,2,47.9,6,2.1,44.8,5.7,0,2,57,Medium,13635.88
DRV01036,48,4,64.8,3,2.3,33.3,9.2,1,1,69,Medium,12984.03
DRV01037,20,0,66.6,1,3.4,46.6,19.1,1,2,44,High,19151.91
DRV01038,51,22,62.8,7,2.6,17.3,3.1,0,0,93,Low,5956.56
DRV01039,66,1,63.9,5,2.8,88.5,21.8,0,2,51,Medium,13903.0
DRV01040,43,14,54.4,0,1.1,25.5,5.2,1,0,95,Low,6146.7
DRV01041,42,20,62.5,1,7.7,41.0,1.6,2,0,77,Medium,10908.7
DRV01042,50,10,65.4,5,3.7,48.8,10.2,0,0,76,Low,7125.58
DRV01043,40,19,50.9,6,3.9,68.4,19.4,0,1,63,Medium,11027.15
DRV01044,50,4,67.2,6,2.1,47.9,17.8,0,1,62,Medium,12943.84
DRV01045,35,12,58.9,0,1.1,55.1,4.4,2,0,79,Medium,9741.11
DRV01046,31,0,67.5,0,5.6,47.2,4.8,0,1,76,Low,8915.72
DRV01047,69,21,25,7,3.7,5,14.9,1,2,49,High,16875.32
DRV01048,69,38,60.1,6,2.7,30.3,1.9,1,0,88,Low,5970.18
DRV01049,68,14,66.9,9,3.2,35.6,7.9,0,0,67,Medium,9203.28
DRV01050,60,4,63.7,0,2.6,5,8.2,0,0,89,Low,7023.13
DRV01051,49,25,44.1,7,1.9,35.1,3.9,0,0,92,Low,5939.9
DRV01052,68,47,77.9,2,0.9,49.6,22.9,5,0,53,Medium,13642.51
DRV01053,41,21,46.2,1,3.8,6.7,1.6,4,1,66,Medium,12750.54
DRV01054,28,6,66.3,1,1.9,23.1,2.3,0,0,95,Low,5941.5
DRV01055,67,44,39.3,1,1.9,45.4,6.8,0,0,100,Low,5111.52
DRV01056,59,25,25.9,6,8.6,75.3,4.7,1,0,79,Low,7438.33
DRV01057,27,1,66.3,5,1.9,47.9,6.5,0,0,84,Low,7089.49
DRV01058,60,35,56.2,4,2.3,27.8,6.9,2,1,66,Medium,12457.18
DRV01059,47,21,85.4,7,2.8,39.2,18.6,1,3,32,High,18383.26
DRV01060,29,0,64.5,1,0.9,37.5,6.7,0,0,87,Low,6943.34
DRV01061,30,11,59.9,0,2.3,54.1,13.1,0,1,88,Low,7087.56
DRV01062,27,5,44.6,5,1.8,5.1,10.7,2,0,68,Medium,11313.94
DRV01063,20,1,78.9,1,3.9,40.8,2.1,0,0,84,Low,7507.3
DRV01064,38,18,60.1,8,8.8,66.5,15.0,0,0,66,Medium,10792.41
DRV01065,70,28,58.1,0,0.8,49.6,10.8,3,0,90,Medium,10360.43
DRV01066,67,40,64.5,4,3.2,8.1,10.8,1,2,66,Medium,12493.26
DRV01067,64,21,68.3,0,2.7,79.5,5.2,0,3,71,High,16255.67
DRV01068,36,8,28.0,0,1.2,74.4,11.0,0,4,62,High,18108.38
DRV01069,18,0,83.1,5,1.8,64.6,19.8,0,2,38,High,19288.2
DRV01070,48,21,36.9,1,0.9,20.3,22.8,0,0,100,Low,5276.37
DRV01071,68,49,63.0,0,1.2,52.5,10.8,2,1,88,Medium,11654.19
DRV01072,68,48,31.5,5,2.5,65.9,13.3,0,1,86,Low,7183.72
DRV01073,60,31,41.4,1,2.3,38.6,1.5,0,0,100,Low,4710.62
DRV01074,39,13,58.0,1,2.9,45.1,2.7,1,1,77,Low,7565.52
DRV01075,53,21,79.3,6,4.4,77.9,10.9,0,0,81,Low,6371.48
DRV01076,26,4,82.4,1,8.7,5,10.0,0,0,65,Medium,11611.2
DRV01077,23,1,77.8,7,2.3,34.4,5.5,2,0,55,Medium,14041.02
DRV01078,32,0,52.9,3,3.5,93.4,23.2,0,1,61,Medium,13335.78
DRV01079,37,3,79.2,0,4.7,23.5,2.9,0,0,79,Low,6982.89
DRV01080,55,35,67.5,1,1.4,36.9,23.3,1,0,85,Low,5673.84
DRV01081,61,32,59.2,4,5.7,72.5,9.8,0,1,71,Medium,11377.2
DRV01082,36,11,86.3,2,3.8,96.9,13.1,1,0,68,Medium,11194.37
DRV01083,25,6,35.7,4,3.8,26.5,12.1,0,1,70,Medium,12260.0
DRV01084,20,2,72.4,13,1.8,58.5,3.0,0,0,57,Medium,12351.79
DRV01085,59,7,67.6,2,4.7,32.4,8.8,1,0,70,Medium,11603.33
DRV01086,60,15,25,2,1.7,51.7,3.8,1,1,80,Low,7231.11
DRV01087,25,4,66.2,2,0.3,63.0,10.7,0,1,73,Medium,11769.3
DRV01088,35,15,70.4,2,2.8,43.7,20.8,0,4,38,High,18428.58
DRV01089,27,1,56.3,1,0.9,71.0,10.4,0,0,92,Low,6887.0
DRV01090,36,8,67.9,4,3.6,10.4,22.2,0,0,70,Medium,10579.05
DRV01091,19,1,61.2,2,2.2,7.1,4.3,1,0,80,Low,8043.96
DRV01092,30,10,32.9,3,3.7,74.6,9.4,0,0,84,Low,6757.6
DRV01093,33,10,41.0,3,5.1,49.1,8.2,0,1,78,Low,7628.88
DRV01094,26,3,57.2,0,1.7,31.2,8.1,1,2,68,Medium,13304.79
DRV01095,33,3,68.1,3,6.0,58.1,5.2,0,0,76,Low,6491.68
DRV01096,49,13,67.5,0,3.2,5,16.1,1,0,86,Low,7178.78
DRV01097,58,36,70.7,0,1.2,50.6,17.9,0,0,91,Low,5628.97
DRV01098,32,9,63.3,9,1.5,57.0,15.7,0,2,51,Medium,13291.13
DRV01099,41,1,34.2,8,0.9,40.5,4.7,0,0,78,Low,7262.29
DRV01100,51,33,93.3,9,10,30.8,11.7,0,1,40,High,16587.29
DRV01101,34,6,83.6,7,1.4,28.8,20.3,0,1,53,Medium,12644.69
DRV01102,21,1,56.4,7,3.7,18.5,14.3,1,0,64,Medium,13607.13
DRV01103,69,8,58.3,7,3.5,55.7,10.9,0,0,75,Low,7648.13
DRV01104,70,11,75.9,7,1.1,55.6,3.6,0,1,75,Low,8179.5
DRV01105,47,5,37.0,1,0.4,5,1.2,0,0,100,Low,5281.46
DRV01106,55,5,67.0,12,0.9,55.7,10.9,1,1,42,High,16914.03
DRV01107,40,10,52.3,9,4.5,56.2,5.5,1,1,51,Medium,12292.48
DRV01108,49,4,75.5,1,4.3,84.3,7.5,0,0,80,Low,7012.81
DRV01109,34,7,41.6,0,5.6,71.7,3.7,0,0,92,Low,5776.2
DRV01110,38,11,49.9,6,6.8,28.5,1.6,1,0,72,Medium,11262.35
DRV01111,57,35,43.5,26,6.5,53.6,10.6,0,1,29,High,17181.48
DRV01112,34,16,72.5,3,0.2,69.5,5.4,0,3,56,High,16785.81
DRV01113,51,12,38.4,3,0.7,76.3,3.8,1,1,80,Low,7927.15
DRV01114,54,19,50.1,1,2.7,55.7,7.3,0,0,98,Low,6042.2
DRV01115,23,3,78.8,1,2.3,16.2,19.3,0,0,76,Low,8490.97
DRV01116,39,17,52.6,12,0.8,29.7,8.1,0,0,79,Low,6007.01
DRV01117,19,0,56.2,3,3.2,25.2,19.8,1,0,65,Medium,13404.28
DRV01118,43,23,59.6,0,0.9,61.0,10.6,1,0,97,Low,5714.32
DRV01119,55,5,50.8,0,2.6,36.3,4.9,2,1,80,Medium,12328.91
DRV01120,57,32,25,19,0.9,49.3,28.3,1,0,53,Medium,12351.25
DRV01121,31,13,86.8,3,2.2,55.3,11.2,0,0,78,Low,6266.15
DRV01122,58,31,56.9,15,1.0,67.5,13.3,0,1,59,Medium,11972.47
DRV01123,37,19,65.4,2,6.5,53.3,11.0,0,0,89,Low,5396.54
DRV01124,66,26,68.0,0,1.5,89.5,3.6,0,0,100,Low,5124.13
DRV01125,20,2,57.4,0,3.5,9.1,1.7,0,1,84,Low,9552.07
DRV01126,45,13,83.8,2,0.9,39.7,8.4,3,3,37,High,19717.98
DRV01127,31,5,32.3,0,1.2,79.6,6.5,0,0,99,Low,7176.28
DRV01128,40,1,65.8,0,3.8,21.9,11.5,1,4,38,High,20249.06
DRV01129,20,0,59.7,0,3.4,99.0,4.4,0,1,72,Medium,12034.88
DRV01130,26,6,69.2,1,4.8,53.0,16.0,0,0,73,Medium,10113.59
DRV01131,69,18,55.7,0,3.9,62.8,19.2,1,1,77,Low,7188.61
DRV01132,42,24,41.3,4,6.2,10.3,15.3,2,0,66,Medium,11239.35
DRV01133,68,23,38.0,3,1.2,31.7,6.0,2,0,89,Medium,9519.52
DRV01134,29,3,81.8,6,1.6,76.9,20.5,0,3,38,High,19859.37
DRV01135,19,1,70.9,2,2.6,76.4,14.0,0,0,80,Low,8040.9
DRV01136,56,14,47.2,9,4.6,79.4,10.5,0,0,74,Medium,9844.15
DRV01137,18,0,90.4,0,1.1,35.5,12.9,0,2,60,Medium,15312.78
DRV01138,40,17,50.4,1,6.7,25.1,7.5,0,2,75,Medium,11836.47
DRV01139,45,3,46.5,0,1.4,15.8,11.8,1,0,87,Low,7759.59
DRV01140,52,9,59.7,1,3.3,90.7,7.7,0,0,96,Low,5444.22
DRV01141,50,12,79.2,6,2.2,64.2,2.2,1,0,71,Medium,11304.93
DRV01142,65,20,73.4,0,4.3,56.2,12.1,0,0,91,Low,5354.68
DRV01143,35,8,76.6,2,1.9,51.0,17.0,0,0,84,Low,6329.93
DRV01144,56,8,46.6,0,9.7,73.3,24.6,2,4,20,High,21056.75
DRV01145,22,2,95.2,4,1.8,56.0,4.5,0,0,73,Medium,11891.84
